index,Name,Location,Province,Make,link,Address,Phone,Rating,NumberofRating
0,13. ACURA DOWNTOWN,"Toronto, ON",Ontario,Acura,https://www.dealerrater.ca/dealer/Acura-Downtown-review-32414/,"380 Front St E, Toronto, Ontario M5A 0K8",SALES: (416) 867-1577,2.8,33 Lifetime Reviews
0,14. POLICARO ACURA,"Brampton, ON",Ontario,Acura,https://www.dealerrater.ca/dealer/Policaro-Acura-review-31512/,"2250 Queen St E, Brampton, Ontario L6S 5X9",SALES: (905) 458-7100,2.5,16 Lifetime Reviews
0,15. ACURA PICKERING,"Pickering, ON",Ontario,Acura,https://www.dealerrater.ca/dealer/Acura-Pickering-review-31517/,"575 Kingston Road, Pickering, Ontario L1V 3N7",SALES: (905) 428-8888,2.4,62 Lifetime Reviews
0,16. ACURA WEST,"London, ON",Ontario,Acura,https://www.dealerrater.ca/dealer/Acura-West-review-31528/,"759 Wonderland Rd N, London, Ontario N6H 4L1",SALES: (519) 657-1557,N/A,0 Lifetime Reviews
0,17. BALMORAL PARK ACURA,"Thunder Bay, ON",Ontario,Acura,https://www.dealerrater.ca/dealer/Balmoral-Park-Acura-review-31751/,"868 Copper Crescent , Thunder Bay, Ontario P7B 6C9",SALES: (807) 345-1212,N/A,0 Lifetime Reviews
0,18. MAPLE ACURA,"Vaughan, ON",Ontario,Acura,https://www.dealerrater.ca/dealer/Maple-Acura-review-106351/,"111 Auto Vaughan Dr, Vaughan, Ontario L6A 4A1",SALES: (877) 761-0032,N/A,0 Lifetime Reviews
0,19. PICKERING MITSUBISHI,"PICKERING, ON",Ontario,Acura,https://www.dealerrater.ca/dealer/Pickering-Mitsubishi-review-33994/,"1167 KINGSTON RD, PICKERING, Ontario L1V 1B5",SALES: (905) 683-5722,N/A,0 Lifetime Reviews
0,1. ACURA LAVAL,"Laval, QC",Quebec,Acura,https://www.dealerrater.ca/dealer/Acura-Laval-review-31516/,"2500 boul Chomedey, Laval, Quebec H7T 2W1",SALES: (450) 682-4050,5,3 Lifetime Reviews
0,2. CASINO GATINEAU ACURA,"Gatineau, QC",Quebec,Acura,https://www.dealerrater.ca/dealer/Casino-Gatineau-Acura-review-32082/,"7 boul Du Casino, Gatineau, Quebec J8Y 6V7",SALES: (819) 777-1771,5,2 Lifetime Reviews
0,3. GABRIEL ACURA,"Dollard-Des-Ormeaux, QC",Quebec,Acura,https://www.dealerrater.ca/dealer/Gabriel-Acura-review-32631/,"4648 boul Saint-Jean, Dollard-Des-Ormeaux, Quebec H9H 2A6",SALES: (514) 696-7777,5,54 Lifetime Reviews
0,4. ACURA BROSSARD,"Brossard, QC",Quebec,Acura,https://www.dealerrater.ca/dealer/Acura-Brossard-review-31513/,"9100 boul Taschereau, Brossard, Quebec J4X 1C3",SALES: (450) 659-1616,1.5,1 Lifetime Review
0,5. LUCIANI ACURA,"Montréal, QC",Quebec,Acura,https://www.dealerrater.ca/dealer/Luciani-Acura-review-33376/,"4040 rue Jean-Talon , Montréal, Quebec H4P 1V5",SALES: (514) 340-1344,1,6 Lifetime Reviews
0,6. ACURA CASAVANT,"Saint-Hyacinthe, QC",Quebec,Acura,https://www.dealerrater.ca/dealer/Acura-Casavant-review-31514/,"2499 Boul Casavant O, Saint-Hyacinthe, Quebec J2S 7E5",SALES: (514) 856-5858,N/A,0 Lifetime Reviews
0,7. ACURA METROPOLITAIN,"St-Léonard, QC",Quebec,Acura,https://www.dealerrater.ca/dealer/Acura-Metropolitain-review-33318/,"5625 Métropolitain Est, St-Léonard, Quebec H1P 1X3",SALES: (514) 362-2872,N/A,0 Lifetime Reviews
0,8. ACURA PLUS,"Blainville, QC",Quebec,Acura,https://www.dealerrater.ca/dealer/Acura-Plus-review-31526/,"255 boul de La Seigneurie Ouest, Blainville, Quebec J7C 4N3",SALES: (450) 435-4455,N/A,1 Lifetime Review
0,9. ALMA ACURA,"Alma, QC",Quebec,Acura,https://www.dealerrater.ca/dealer/Alma-Acura-review-31571/,"2605 avenue Du Pont-Sud, Alma, Quebec G8B 5V2",SALES: (418) 668-4000,N/A,0 Lifetime Reviews
0,10. CIRCUIT ACURA,"Québec, QC",Quebec,Acura,https://www.dealerrater.ca/dealer/Circuit-Acura-review-31525/,"4901 boul des Galeries, Québec, Quebec G2K 1X1",SALES: (418) 622-8180,N/A,0 Lifetime Reviews
0,11. ELEGANCE ACURA,"Granby, QC",Quebec,Acura,https://www.dealerrater.ca/dealer/Elegance-Acura-review-32502/,"1325 rue Principale , Granby, Quebec J2J 0M3",SALES: (450) 378-4969,N/A,0 Lifetime Reviews
0,12. EXCELLENCE NISSAN,"Chicoutimi, QC",Quebec,Acura,https://www.dealerrater.ca/dealer/Excellence-Nissan-review-32537/,"567 Boul. du Royaume Ouest, Chicoutimi, Quebec G7H 5B1",SALES: (418) 543-6477,N/A,0 Lifetime Reviews
0,13. PRECISION ACURA,"Sherbrooke , QC",Quebec,Acura,https://www.dealerrater.ca/dealer/Precision-Acura-review-34047/,"4900 boul Bourque, Sherbrooke , Quebec J1N 2A7",SALES: (819) 564-8909,N/A,0 Lifetime Reviews
0,14. TROIS-RIVIERES ACURA,"Trois-Rivières-Ouest, QC",Quebec,Acura,https://www.dealerrater.ca/dealer/Trois-Rivieres-Acura-review-34671/,"7050 boul Jean-XXIII, Trois-Rivières-Ouest, Quebec G9A 5C9",SALES: (819) 377-7050,N/A,0 Lifetime Reviews
0,1. ACURA CENTRE OF SASKATOON,"Saskatoon, SK",Saskatchewan,Acura,https://www.dealerrater.ca/dealer/Acura-Centre-of-Saskatoon-review-31515/,"819 Melville Street, Saskatoon, Saskatchewan S7J 5L2",SALES: (306) 242-8688 SERVICE: (306) 242-8688 PARTS: (306) 242-8688,4.4,118 Lifetime Reviews
0,2. REGINA ACURA,"Regina, SK",Saskatchewan,Acura,https://www.dealerrater.ca/dealer/Regina-Acura-review-32366/,"789 Broad Street Suite 100, Regina, Saskatchewan S4R 8R8",SALES: (306) 525-5600,4.9,71 Lifetime Reviews
0,3. MILLER FORD SALES LTD.,"Leader, SK",Saskatchewan,Acura,https://www.dealerrater.ca/dealer/Miller-Ford-Sales-Ltd-review-33621/,"314 1st Ave W, Leader, Saskatchewan S0N 1H0",SALES: (306) 628-3861,N/A,0 Lifetime Reviews
0,1. ALFA ROMEO OF OAKVILLE,"Oakville, ON",Ontario,Alfa-Romeo,https://www.dealerrater.ca/dealer/Alfa-Romeo-Of-Oakville-review-114145/,"2475 Wyecroft Rd, Oakville, Ontario L6L 6R5",SALES: (905) 847-8329,N/A,0 Lifetime Reviews
0,2. MARANELLO ALFA ROMEO,"Woodbridge, ON",Ontario,Alfa-Romeo,https://www.dealerrater.ca/dealer/Maranello-Alfa-Romeo-review-114146/,"200 Auto Park Cir, Woodbridge, Ontario L4L 8R1",SALES: (416) 366-3428,N/A,0 Lifetime Reviews
0,1. DISTINCTIVE COLLECTION,"Calgary, AB",Alberta,Aston-Martin,https://www.dealerrater.ca/dealer/Distinctive-Collection-review-106393/,"150 Glendeer Circle Southeast, Calgary, Alberta T2H 2V4",SALES: (403) 208-6262,N/A,0 Lifetime Reviews
0,1. ASTON MARTIN VANCOUVER,"Vancouver, BC",British-Columbia,Aston-Martin,https://www.dealerrater.ca/dealer/Aston-Martin-Vancouver-review-33517/,"1770 Burrard Street #101, Vancouver, British Columbia V6J 3G7",SALES: (604) 734-2905,N/A,0 Lifetime Reviews
0,1. GRAND TOURING AUTOMOBILES,"Toronto, ON",Ontario,Aston-Martin,https://www.dealerrater.ca/dealer/Grand-Touring-Automobiles-review-17721/,"777 Dundas St E, Toronto, Ontario M4M 0E2",SALES: (866) 929-5525,1.2,2 Lifetime Reviews
0,1. DECARIE MOTORS,"Montréal, QC",Quebec,Aston-Martin,https://www.dealerrater.ca/dealer/Decarie-Motors-review-32312/,"8255 rue Bougainville, Montréal, Quebec H4P 2T3",SALES: (514) 334-9910,3,13 Lifetime Reviews
0,1. AUDI EDMONTON NORTH,"Edmonton, AB",Alberta,Audi,https://www.dealerrater.ca/dealer/Audi-Edmonton-North-review-105598/,"18855 Stony Plain Road NW, Edmonton, Alberta T5S 2X6",SALES: (888) 440-7108,4.2,28 Lifetime Reviews
0,2. GLENMORE AUDI,"Calgary, AB",Alberta,Audi,https://www.dealerrater.ca/dealer/Glenmore-Audi-review-32718/,"25 Richard Way SW, Calgary, Alberta T3E 7M8",SALES: (403) 568-2834,4.2,25 Lifetime Reviews
0,3. SOUTHGATE AUDI,"Edmonton, AB",Alberta,Audi,https://www.dealerrater.ca/dealer/Southgate-Audi-review-34368/,"1235 - 101 Street SW, Edmonton, Alberta T6X 1A1",SALES: (780) 462-2834,3.8,46 Lifetime Reviews
0,4. ROYAL OAK AUDI,"Calgary, AB",Alberta,Audi,https://www.dealerrater.ca/dealer/Royal-Oak-Audi-review-104130/,"7770 110 Ave NW, Calgary, Alberta T3R 1R8",SALES: (403) 547-5900,3.4,17 Lifetime Reviews
0,1. CAPILANO AUDI,"North Vancouver, BC",British-Columbia,Audi,https://www.dealerrater.ca/dealer/Capilano-Audi-review-40492/,"813 Automall Drive, North Vancouver, British Columbia V7P 3R8",SALES: (604) 985-0693,4.9,535 Lifetime Reviews
0,2. TURNER VOLKSWAGEN,"Kelowna , BC",British-Columbia,Audi,https://www.dealerrater.ca/dealer/Turner-Volkswagen-review-40202/,"2150 Enterprise Way, Kelowna , British Columbia V1Y 6H7",SALES: (250) 860-6278,3.3,28 Lifetime Reviews
0,3. AUDI LANGLEY,"Langley, BC",British-Columbia,Audi,https://www.dealerrater.ca/dealer/Audi-Langley-review-103632/,"5955 Collection Drive, Langley, British Columbia V3A 0C2",SALES: (604) 539-0255,3,19 Lifetime Reviews
0,4. AUDI DOWNTOWN VANCOUVER,"Vancouver, BC",British-Columbia,Audi,https://www.dealerrater.ca/dealer/Audi-Downtown-Vancouver-review-106386/,"1788 West 2nd Avenue, Vancouver, British Columbia V6J 1H6",SALES: (604) 733-5887,1.4,1 Lifetime Review
0,5. AUDI OF RICHMOND,"Richmond, BC",British-Columbia,Audi,https://www.dealerrater.ca/dealer/Audi-Of-Richmond-review-31622/,"5680 Parkwood Way, Richmond, British Columbia V6V 2M4",SALES: (604) 279-9663,1.4,4 Lifetime Reviews
0,6. AUDI AUTOHAUS,"Victoria, BC",British-Columbia,Audi,https://www.dealerrater.ca/dealer/Audi-Autohaus-review-102707/,"1101 Yates Street, Victoria, British Columbia V8V 3N1",SALES: (250) 590-5849,1,5 Lifetime Reviews
0,7. OPENROAD AUDI BURNABY,"Burnaby, BC",British-Columbia,Audi,https://www.dealerrater.ca/dealer/OpenRoad-Audi-Burnaby-review-113972/,"3701 Lougheed Highway, Burnaby, British Columbia V5C 0J4",SALES: (604) 901-4719,N/A,1 Lifetime Review
0,1. AUDI WINNIPEG,"Winnipeg, MB",Manitoba,Audi,https://www.dealerrater.ca/dealer/Audi-Winnipeg-review-114579/,"485 Sterling Lyon Parkway, Winnipeg, Manitoba R3P 1J9",SALES: (204) 977-6873,3.9,4 Lifetime Reviews
0,1. DIEPPE AUTO LTD.,"Dieppe, NB",New-Brunswick,Audi,https://www.dealerrater.ca/dealer/Dieppe-Auto-Ltd-review-32365/,"600 Champlain St, Dieppe, New Brunswick E1A 1P4",SALES: (888) 840-5313,1,10 Lifetime Reviews
0,2. AUDI MONCTON,"Moncton, NB",New-Brunswick,Audi,https://www.dealerrater.ca/dealer/Audi-Moncton-review-114534/,"800 Aviation Ave., Moncton, New Brunswick E1A 9A3",SALES: (184) 458-1155,N/A,0 Lifetime Reviews
0,1. HALIFAX AUDI,"Halifax, NS",Nova-Scotia,Audi,https://www.dealerrater.ca/dealer/Halifax-Audi-review-31620/,"3343 Kempt Rd, Halifax, Nova Scotia B3K 4X5",SALES: (902) 453-2834,N/A,0 Lifetime Reviews
0,1. AUDI KITCHENER-WATERLOO,"Kitchener, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Audi-Kitchener-Waterloo-review-43440/,"2350 Shirley Drive, Kitchener, Ontario N2B 3X4",SALES: (877) 458-3199 SERVICE: (519) 894-7389 PARTS: (519) 514-0208,5,371 Lifetime Reviews
0,2. AUDI LONDON,"London, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Audi-London-review-114137/,"481 Wharncliffe Rd S, London, Ontario N6J 2N1",SALES: (519) 963-2834 SERVICE: (519) 963-2834,4.7,54 Lifetime Reviews
0,3. AUDI UPTOWN,"Markham, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Audi-Uptown-review-20538/,"4080 Highway 7 East, Markham, Ontario L3R 1L4",SALES: (888) 804-2168 SERVICE: (888) 799-3424 PARTS: (888) 903-3058,3.1,45 Lifetime Reviews
0,4. AUDI MIDTOWN TORONTO,"Toronto, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Audi-Midtown-Toronto-review-102796/,"175 Yorkland Blvd., Toronto, Ontario M2J 4R2",SALES: (888) 409-6830,4.5,47 Lifetime Reviews
0,5. AUDI BARRIE,"Innisfil, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Audi-Barrie-review-15932/,"2484 Doral Drive, Innisfil, Ontario L9S 0A3",SALES: (705) 431-9393,4.4,72 Lifetime Reviews
0,6. AUDI OF MISSISSAUGA,"Mississauga, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Audi-of-Mississauga-review-31621/,"787 Bancroft Dr, Mississauga, Ontario L5V 2Y6",SALES: (905) 593-6040,4.3,337 Lifetime Reviews
0,7. KINGSTON VOLKSWAGEN AUDI,"Kingston, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Kingston-Volkswagen-Audi-review-33191/,"1670 Bath Rd, Kingston, Ontario K7M 4X9",SALES: (613) 384-1000,4.3,73 Lifetime Reviews
0,8. AUDI OAKVILLE,"Oakville, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Audi-Oakville-review-42522/,"1425 North Service Road West, Oakville, Ontario L6M 2W2",SALES: (866) 948-4026,3.6,56 Lifetime Reviews
0,9. AUDI ST. CATHARINES,"St Catharines, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Audi-St-Catharines-review-34399/,"114 Hartzel Rd, St Catharines, Ontario L2P 1N5",SALES: (905) 688-5230,3.5,13 Lifetime Reviews
0,10. AUDI WINDSOR,"Windsor, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Audi-Windsor-review-114729/,"10980 Tecumseh Rd E, Windsor, Ontario N8R 1A8",SALES: (519) 956-7700,3,2 Lifetime Reviews
0,11. HAMILTON VOLKSWAGEN AUDI,"Hamilton, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Hamilton-Volkswagen-Audi-review-18465/,"1221 Upper James St, Hamilton, Ontario L9C 3B2",SALES: (800) 526-3676,2.8,7 Lifetime Reviews
0,12. PFAFF AUDI,"Vaughan, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Pfaff-Audi-review-33991/,"9088 Jane St, Vaughan, Ontario L4K 2M9",SALES: (905) 907-2834,2.8,48 Lifetime Reviews
0,13. AUDI DOWNTOWN TORONTO,"Toronto, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Audi-Downtown-Toronto-review-31619/,"328 Bayview Avenue, Toronto, Ontario M5A 3R7",SALES: (416) 961-2834,2.4,27 Lifetime Reviews
0,14. OWASCO AUDI DEALERSHIP,"Whitby, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Owasco-Audi-Dealership-review-106278/,"2100 Champlain Av, Whitby, Ontario L1N 6A7",SALES: (905) 579-0088,2.1,10 Lifetime Reviews
0,15. AUDI MARK MOTORS OF OTTAWA,"Ottawa, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Audi-Mark-Motors-of-Ottawa-review-33439/,"611 Montreal Road, Ottawa, Ontario K1K 0T8",SALES: (613) 749-4275,1.9,20 Lifetime Reviews
0,16. AUDI QUEENSWAY,"Etobicoke, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/Audi-Queensway-review-34075/,"1310 The Queensway , Etobicoke, Ontario M8Z 1S4",SALES: (416) 259-7128,1.9,44 Lifetime Reviews
0,17. HJ PFAFF MOTORS INC. AUDI,"Newmarket, ON",Ontario,Audi,https://www.dealerrater.ca/dealer/HJ-Pfaff-Motors-Inc-Audi-review-39271/,"17065 Yonge Street, Newmarket, Ontario L3Y 4V7",SALES: (866) 941-2366,1,22 Lifetime Reviews
0,1. AUDI WEST ISLAND,"Dollard-des-Ormeaux, QC",Quebec,Audi,https://www.dealerrater.ca/dealer/Audi-West-Island-review-106137/,"4550 Boul Saint-Jean, Dollard-des-Ormeaux, Quebec QC H9H 2A6",SALES: (514) 426-7777,4.8,193 Lifetime Reviews
0,2. AUDI ANJOU,"Anjou, QC",Quebec,Audi,https://www.dealerrater.ca/dealer/Audi-Anjou-review-115058/,"7111 Boul Métropolitain E, Anjou, Quebec H1J 1J6",SALES: (514) 717-7777,4.9,3 Lifetime Reviews
0,3. AUDI ST-BRUNO,"St-Bruno, QC",Quebec,Audi,https://www.dealerrater.ca/dealer/Audi-St-Bruno-review-114429/,"1917 Boulevard Sir-Wilfrid-Laurier, St-Bruno, Quebec J3V 0G8",SALES: (450) 653-7553,4.8,1 Lifetime Review
0,4. AUDI PRESTIGE,"St. Laurent , QC",Quebec,Audi,https://www.dealerrater.ca/dealer/Audi-Prestige-review-34051/,"5905 Trans Canada Hwy , St. Laurent , Quebec H4T 1A1",SALES: (514) 364-7777,4.7,96 Lifetime Reviews
0,5. PARK AVENUE AUDI,"Brossard, QC",Quebec,Audi,https://www.dealerrater.ca/dealer/Park-Avenue-Audi-review-33898/,"9800 Bd Taschereau , Brossard, Quebec J4X 0A4",SALES: (450) 659-5757,1.5,12 Lifetime Reviews
0,6. AUDI STE-FOY,"Quebec, QC",Quebec,Audi,https://www.dealerrater.ca/dealer/Audi-Ste-Foy-review-31624/,"2834 rue Einstein, Quebec, Quebec G1X 4B3",SALES: (418) 659-2834,N/A,1 Lifetime Review
0,7. AUTOMOBILES LAUZON,"Laval, QC",Quebec,Audi,https://www.dealerrater.ca/dealer/Automobiles-Lauzon-review-31697/,"2435 boul Chomedey, Laval, Quebec H7T 2W5",SALES: (450) 688-1120,N/A,0 Lifetime Reviews
0,8. SHERBROOKE AUDI,"Sherbrooke , QC",Quebec,Audi,https://www.dealerrater.ca/dealer/Sherbrooke-Audi-review-34318/,"4421 boul Bourque , Sherbrooke , Quebec J1N 1S4",SALES: (819) 564-2834,N/A,0 Lifetime Reviews
0,1. AUDI SASKATOON,"Saskatoon, SK",Saskatchewan,Audi,https://www.dealerrater.ca/dealer/Audi-Saskatoon-review-31623/,"703 Melville Street, Saskatoon, Saskatchewan S7J 5L2",SALES: (306) 986-2834,2.6,8 Lifetime Reviews
0,2. TAYLOR VOLKSWAGEN AUDI,"Regina, SK",Saskatchewan,Audi,https://www.dealerrater.ca/dealer/Taylor-Volkswagen-Audi-review-34567/,"775 Broad St , Regina, Saskatchewan S4R 8G3",SALES: (877) 811-4006,N/A,3 Lifetime Reviews
0,1. BENTLEY CALGARY,"Calgary, AB",Alberta,Bentley,https://www.dealerrater.ca/dealer/Bentley-Calgary-review-106387/,"150 Glendeer Cir SE, Calgary, Alberta T2H 2V4",SALES: (403) 208-6262,N/A,0 Lifetime Reviews
0,1. BENTLEY VANCOUVER,"Vancouver, BC",British-Columbia,Bentley,https://www.dealerrater.ca/dealer/Bentley-Vancouver-review-33518/,"1770 Burrard Street, Vancouver, British Columbia V6J 3G7",SALES: (604) 730-8998,N/A,0 Lifetime Reviews
0,1. GRAND TOURING AUTOMOBILES,"Toronto, ON",Ontario,Bentley,https://www.dealerrater.ca/dealer/Grand-Touring-Automobiles-review-17721/,"777 Dundas St E, Toronto, Ontario M4M 0E2",SALES: (866) 929-5525,1.2,2 Lifetime Reviews
